year,gender,offense,state,value
2011,Male,property-crime,ID,11559
2012,Male,property-crime,ID,11385
2013,Male,property-crime,ID,11198
2014,Male,property-crime,ID,10800
2015,Male,property-crime,ID,10492
2016,Male,property-crime,ID,10670
2017,Male,property-crime,ID,10243
2018,Male,property-crime,ID,9126
2010,Female,property-crime,ID,5281
2011,Female,property-crime,ID,5621
2012,Female,property-crime,ID,5583
2013,Female,property-crime,ID,5400
2014,Female,property-crime,ID,5617
2015,Female,property-crime,ID,5823
2016,Female,property-crime,ID,5469
2017,Female,property-crime,ID,5401
2018,Female,property-crime,ID,5002
2010,Unknown,property-crime,ID,911
2011,Unknown,property-crime,ID,1086
2012,Unknown,property-crime,ID,1166
2013,Unknown,property-crime,ID,1114
2014,Unknown,property-crime,ID,792
2015,Unknown,property-crime,ID,1143
2016,Unknown,property-crime,ID,1340
2017,Unknown,property-crime,ID,1806
2018,Unknown,property-crime,ID,1444
2010,Male,aggravated-assault,IL,1360
2011,Male,aggravated-assault,IL,1149
2012,Male,aggravated-assault,IL,1140
2013,Male,aggravated-assault,IL,1118
2014,Male,aggravated-assault,IL,1052
2015,Male,aggravated-assault,IL,1249
2016,Male,aggravated-assault,IL,1201
2017,Male,aggravated-assault,IL,1136
2018,Male,aggravated-assault,IL,1127
2010,Female,aggravated-assault,IL,314
2011,Female,aggravated-assault,IL,284
2012,Female,aggravated-assault,IL,253
2013,Female,aggravated-assault,IL,261
2014,Female,aggravated-assault,IL,250
2015,Female,aggravated-assault,IL,238
2016,Female,aggravated-assault,IL,318
2017,Female,aggravated-assault,IL,283
2018,Female,aggravated-assault,IL,320
2010,Unknown,aggravated-assault,IL,176
2011,Unknown,aggravated-assault,IL,153
2012,Unknown,aggravated-assault,IL,164
2013,Unknown,aggravated-assault,IL,214
2014,Unknown,aggravated-assault,IL,158
2015,Unknown,aggravated-assault,IL,197
2016,Unknown,aggravated-assault,IL,217
2017,Unknown,aggravated-assault,IL,267
2018,Unknown,aggravated-assault,IL,200
2010,Male,burglary,IL,1311
2011,Male,burglary,IL,929
2012,Male,burglary,IL,1193
2013,Male,burglary,IL,966
2014,Male,burglary,IL,900
2015,Male,burglary,IL,743
2016,Male,burglary,IL,796
2017,Male,burglary,IL,792
2018,Male,burglary,IL,603
2010,Female,burglary,IL,189
2011,Female,burglary,IL,143
2012,Female,burglary,IL,134
2013,Female,burglary,IL,92
2014,Female,burglary,IL,111
2015,Female,burglary,IL,129
2016,Female,burglary,IL,112
2017,Female,burglary,IL,169
2018,Female,burglary,IL,135
2010,Unknown,burglary,IL,550
2011,Unknown,burglary,IL,332
2012,Unknown,burglary,IL,447
2013,Unknown,burglary,IL,440
2014,Unknown,burglary,IL,499
2015,Unknown,burglary,IL,452
2016,Unknown,burglary,IL,516
2017,Unknown,burglary,IL,623
2018,Unknown,burglary,IL,579
2010,Male,larceny,IL,2870
2011,Male,larceny,IL,2864
2012,Male,larceny,IL,2802
2013,Male,larceny,IL,2588
2014,Male,larceny,IL,2459
2015,Male,larceny,IL,2330
2016,Male,larceny,IL,2190
2017,Male,larceny,IL,2038
2018,Male,larceny,IL,2129
2010,Female,larceny,IL,1376
2011,Female,larceny,IL,1532
2012,Female,larceny,IL,1572
2013,Female,larceny,IL,1495
2014,Female,larceny,IL,1286
2015,Female,larceny,IL,1230
2016,Female,larceny,IL,1376
2017,Female,larceny,IL,1056
2018,Female,larceny,IL,1209
2010,Unknown,larceny,IL,815
2011,Unknown,larceny,IL,289
2012,Unknown,larceny,IL,336
2013,Unknown,larceny,IL,227
2014,Unknown,larceny,IL,261
2015,Unknown,larceny,IL,334
2016,Unknown,larceny,IL,452
2017,Unknown,larceny,IL,505
2018,Unknown,larceny,IL,893
2010,Male,motor-vehicle-theft,IL,280
2011,Male,motor-vehicle-theft,IL,329
2012,Male,motor-vehicle-theft,IL,197
2013,Male,motor-vehicle-theft,IL,248
2014,Male,motor-vehicle-theft,IL,277
2015,Male,motor-vehicle-theft,IL,389
2016,Male,motor-vehicle-theft,IL,314
2017,Male,motor-vehicle-theft,IL,283
2018,Male,motor-vehicle-theft,IL,304
2010,Female,motor-vehicle-theft,IL,56
2011,Female,motor-vehicle-theft,IL,48
2012,Female,motor-vehicle-theft,IL,38
2013,Female,motor-vehicle-theft,IL,47
2014,Female,motor-vehicle-theft,IL,51
2015,Female,motor-vehicle-theft,IL,70
2016,Female,motor-vehicle-theft,IL,66
2017,Female,motor-vehicle-theft,IL,55
2018,Female,motor-vehicle-theft,IL,87
2010,Unknown,motor-vehicle-theft,IL,94
2011,Unknown,motor-vehicle-theft,IL,70
2012,Unknown,motor-vehicle-theft,IL,62
2013,Unknown,motor-vehicle-theft,IL,50
2014,Unknown,motor-vehicle-theft,IL,91
2015,Unknown,motor-vehicle-theft,IL,150
2016,Unknown,motor-vehicle-theft,IL,161
2017,Unknown,motor-vehicle-theft,IL,175
2018,Unknown,motor-vehicle-theft,IL,206
2010,Male,homicide,IL,55
2011,Male,homicide,IL,30
2012,Male,homicide,IL,33
2013,Male,homicide,IL,44
2014,Male,homicide,IL,17
2015,Male,homicide,IL,28
2016,Male,homicide,IL,47
2017,Male,homicide,IL,33
2018,Male,homicide,IL,31
2010,Female,homicide,IL,9
2011,Female,homicide,IL,4
2012,Female,homicide,IL,1
2013,Female,homicide,IL,1
2014,Female,homicide,IL,2
2015,Female,homicide,IL,0
2016,Female,homicide,IL,4
2017,Female,homicide,IL,2
2018,Female,homicide,IL,7
2010,Unknown,homicide,IL,6
2011,Unknown,homicide,IL,5
2012,Unknown,homicide,IL,4
2013,Unknown,homicide,IL,7
2014,Unknown,homicide,IL,7
2015,Unknown,homicide,IL,10
2016,Unknown,homicide,IL,6
2017,Unknown,homicide,IL,8
2018,Unknown,homicide,IL,3
2010,Male,rape,IL,162
2011,Male,rape,IL,169
2012,Male,rape,IL,177
2013,Male,rape,IL,143
2014,Male,rape,IL,151
2015,Male,rape,IL,210
2016,Male,rape,IL,170
2017,Male,rape,IL,141
2018,Male,rape,IL,156
2010,Female,rape,IL,10
2011,Female,rape,IL,5
2012,Female,rape,IL,7
2013,Female,rape,IL,15
2014,Female,rape,IL,5
2015,Female,rape,IL,5
2016,Female,rape,IL,2
2017,Female,rape,IL,7
2018,Female,rape,IL,7
2010,Unknown,rape,IL,5
2011,Unknown,rape,IL,6
2012,Unknown,rape,IL,2
2013,Unknown,rape,IL,2
2014,Unknown,rape,IL,3
2015,Unknown,rape,IL,4
2016,Unknown,rape,IL,3
2017,Unknown,rape,IL,3
2018,Unknown,rape,IL,4
2010,Male,robbery,IL,1114
2011,Male,robbery,IL,1215
2012,Male,robbery,IL,1062
2013,Male,robbery,IL,772
2014,Male,robbery,IL,837
2015,Male,robbery,IL,1115
2016,Male,robbery,IL,1108
2017,Male,robbery,IL,799
2018,Male,robbery,IL,650
2010,Female,robbery,IL,66
2011,Female,robbery,IL,64
2012,Female,robbery,IL,81
2013,Female,robbery,IL,43
2014,Female,robbery,IL,51
2015,Female,robbery,IL,61
2016,Female,robbery,IL,78
2017,Female,robbery,IL,68
2018,Female,robbery,IL,76
2010,Unknown,robbery,IL,15
2011,Unknown,robbery,IL,15
2012,Unknown,robbery,IL,23
2013,Unknown,robbery,IL,15
2014,Unknown,robbery,IL,18
2015,Unknown,robbery,IL,24
2016,Unknown,robbery,IL,22
2017,Unknown,robbery,IL,21
2018,Unknown,robbery,IL,21
2010,Male,arson,IL,22
2011,Male,arson,IL,41
2012,Male,arson,IL,54
2013,Male,arson,IL,22
2014,Male,arson,IL,40
2015,Male,arson,IL,38
2016,Male,arson,IL,53
2017,Male,arson,IL,41
2018,Male,arson,IL,39
2010,Female,arson,IL,5
2011,Female,arson,IL,14
2012,Female,arson,IL,14
2013,Female,arson,IL,8
2014,Female,arson,IL,9
2015,Female,arson,IL,6
2016,Female,arson,IL,8
2017,Female,arson,IL,7
2018,Female,arson,IL,15
2010,Unknown,arson,IL,8
2011,Unknown,arson,IL,5
2012,Unknown,arson,IL,11
2013,Unknown,arson,IL,6
2014,Unknown,arson,IL,25
2015,Unknown,arson,IL,21
2016,Unknown,arson,IL,17
2017,Unknown,arson,IL,19
2018,Unknown,arson,IL,10
2010,Male,violent-crime,IL,2691
2011,Male,violent-crime,IL,2563
2012,Male,violent-crime,IL,2412
2013,Male,violent-crime,IL,2077
2014,Male,violent-crime,IL,2057
2015,Male,violent-crime,IL,2602
2016,Male,violent-crime,IL,2526
2017,Male,violent-crime,IL,2109
2018,Male,violent-crime,IL,1964
2010,Female,violent-crime,IL,399
2011,Female,violent-crime,IL,357
2012,Female,violent-crime,IL,342
2013,Female,violent-crime,IL,320
2014,Female,violent-crime,IL,308
2015,Female,violent-crime,IL,304
2016,Female,violent-crime,IL,402
2017,Female,violent-crime,IL,360
2018,Female,violent-crime,IL,410
2010,Unknown,violent-crime,IL,202
2011,Unknown,violent-crime,IL,179
2012,Unknown,violent-crime,IL,193
2013,Unknown,violent-crime,IL,238
2014,Unknown,violent-crime,IL,186
2015,Unknown,violent-crime,IL,235
2016,Unknown,violent-crime,IL,248
2017,Unknown,violent-crime,IL,299
2018,Unknown,violent-crime,IL,228
2010,Male,property-crime,IL,4483
2011,Male,property-crime,IL,4163
2012,Male,property-crime,IL,4246
2013,Male,property-crime,IL,3824
2014,Male,property-crime,IL,3676
2015,Male,property-crime,IL,3500
2016,Male,property-crime,IL,3353
2017,Male,property-crime,IL,3154
2018,Male,property-crime,IL,3075
2010,Female,property-crime,IL,1626
2011,Female,property-crime,IL,1737
2012,Female,property-crime,IL,1758
2013,Female,property-crime,IL,1642
2014,Female,property-crime,IL,1457
2015,Female,property-crime,IL,1435
2016,Female,property-crime,IL,1562
2017,Female,property-crime,IL,1287
2018,Female,property-crime,IL,1446
2010,Unknown,property-crime,IL,1467
2011,Unknown,property-crime,IL,696
2012,Unknown,property-crime,IL,856
2013,Unknown,property-crime,IL,723
2014,Unknown,property-crime,IL,876
2015,Unknown,property-crime,IL,957
2016,Unknown,property-crime,IL,1146
2017,Unknown,property-crime,IL,1322
2018,Unknown,property-crime,IL,1688
2014,Male,aggravated-assault,IN,160
2015,Male,aggravated-assault,IN,204
2016,Male,aggravated-assault,IN,177
2017,Male,aggravated-assault,IN,504
2018,Male,aggravated-assault,IN,1038
2014,Female,aggravated-assault,IN,39
2015,Female,aggravated-assault,IN,53
2016,Female,aggravated-assault,IN,40
2017,Female,aggravated-assault,IN,139
2018,Female,aggravated-assault,IN,342
2014,Unknown,aggravated-assault,IN,0
2015,Unknown,aggravated-assault,IN,0
2016,Unknown,aggravated-assault,IN,2
2017,Unknown,aggravated-assault,IN,4
2018,Unknown,aggravated-assault,IN,68
2013,Male,burglary,IN,1
2014,Male,burglary,IN,103
2015,Male,burglary,IN,89
2016,Male,burglary,IN,127
2017,Male,burglary,IN,469
2018,Male,burglary,IN,1023
2013,Female,burglary,IN,0
2014,Female,burglary,IN,27
2015,Female,burglary,IN,31
2016,Female,burglary,IN,36
2017,Female,burglary,IN,121
2018,Female,burglary,IN,287
2013,Unknown,burglary,IN,0
2014,Unknown,burglary,IN,3
2015,Unknown,burglary,IN,11
2016,Unknown,burglary,IN,5
2017,Unknown,burglary,IN,32
2018,Unknown,burglary,IN,413
2013,Male,larceny,IN,13
2014,Male,larceny,IN,474
2015,Male,larceny,IN,420
2016,Male,larceny,IN,476
2017,Male,larceny,IN,1497
2018,Male,larceny,IN,3203
2013,Female,larceny,IN,7
2014,Female,larceny,IN,244
2015,Female,larceny,IN,241
2016,Female,larceny,IN,249
2017,Female,larceny,IN,805
2018,Female,larceny,IN,1810
2013,Unknown,larceny,IN,3
2014,Unknown,larceny,IN,36
2015,Unknown,larceny,IN,34
2016,Unknown,larceny,IN,29
2017,Unknown,larceny,IN,60
2018,Unknown,larceny,IN,1120
2013,Male,motor-vehicle-theft,IN,0
2014,Male,motor-vehicle-theft,IN,135
2015,Male,motor-vehicle-theft,IN,145
2016,Male,motor-vehicle-theft,IN,176
2017,Male,motor-vehicle-theft,IN,360
2018,Male,motor-vehicle-theft,IN,673
2013,Female,motor-vehicle-theft,IN,0
2014,Female,motor-vehicle-theft,IN,31
2015,Female,motor-vehicle-theft,IN,37
2016,Female,motor-vehicle-theft,IN,52
2017,Female,motor-vehicle-theft,IN,111
2018,Female,motor-vehicle-theft,IN,243
2013,Unknown,motor-vehicle-theft,IN,0
2014,Unknown,motor-vehicle-theft,IN,10
2015,Unknown,motor-vehicle-theft,IN,18
2016,Unknown,motor-vehicle-theft,IN,9
2017,Unknown,motor-vehicle-theft,IN,16
2018,Unknown,motor-vehicle-theft,IN,205
2014,Male,homicide,IN,21
2015,Male,homicide,IN,10
2016,Male,homicide,IN,20
2017,Male,homicide,IN,14
2018,Male,homicide,IN,44
2014,Female,homicide,IN,2
2015,Female,homicide,IN,2
2016,Female,homicide,IN,3
2017,Female,homicide,IN,1
2018,Female,homicide,IN,6
2014,Unknown,homicide,IN,1
2015,Unknown,homicide,IN,0
2016,Unknown,homicide,IN,0
2017,Unknown,homicide,IN,0
2018,Unknown,homicide,IN,3
2014,Male,rape,IN,90
2015,Male,rape,IN,91
2016,Male,rape,IN,109
2017,Male,rape,IN,189
2018,Male,rape,IN,249
2014,Female,rape,IN,3
2015,Female,rape,IN,0
2016,Female,rape,IN,2
2017,Female,rape,IN,3
2018,Female,rape,IN,7
2014,Unknown,rape,IN,0
2015,Unknown,rape,IN,0
2016,Unknown,rape,IN,2
2017,Unknown,rape,IN,0
2018,Unknown,rape,IN,2
2014,Male,robbery,IN,42
2015,Male,robbery,IN,48
2016,Male,robbery,IN,37
2017,Male,robbery,IN,316
2018,Male,robbery,IN,598
2014,Female,robbery,IN,8
2015,Female,robbery,IN,8
2016,Female,robbery,IN,3
2017,Female,robbery,IN,34
2018,Female,robbery,IN,62
2014,Unknown,robbery,IN,0
2015,Unknown,robbery,IN,4
2016,Unknown,robbery,IN,0
2017,Unknown,robbery,IN,7
2018,Unknown,robbery,IN,20
2014,Male,arson,IN,6
2015,Male,arson,IN,1
2016,Male,arson,IN,5
2017,Male,arson,IN,9
2018,Male,arson,IN,32
2014,Female,arson,IN,3
2015,Female,arson,IN,0
2016,Female,arson,IN,0
2017,Female,arson,IN,3
2018,Female,arson,IN,12
2014,Unknown,arson,IN,0
2015,Unknown,arson,IN,1
2016,Unknown,arson,IN,0
2017,Unknown,arson,IN,0
2018,Unknown,arson,IN,21
2014,Male,violent-crime,IN,313
2015,Male,violent-crime,IN,353
2016,Male,violent-crime,IN,343
2017,Male,violent-crime,IN,1023
2018,Male,violent-crime,IN,1929
2014,Female,violent-crime,IN,52
2015,Female,violent-crime,IN,63
2016,Female,violent-crime,IN,48
2017,Female,violent-crime,IN,177
2018,Female,violent-crime,IN,417
2014,Unknown,violent-crime,IN,1
2015,Unknown,violent-crime,IN,4
2016,Unknown,violent-crime,IN,4
2017,Unknown,violent-crime,IN,11
2018,Unknown,violent-crime,IN,93
2013,Male,property-crime,IN,14
2014,Male,property-crime,IN,718
2015,Male,property-crime,IN,655
2016,Male,property-crime,IN,784
2017,Male,property-crime,IN,2335
2018,Male,property-crime,IN,4931
2013,Female,property-crime,IN,7
2014,Female,property-crime,IN,305
2015,Female,property-crime,IN,309
2016,Female,property-crime,IN,337
2017,Female,property-crime,IN,1040
2018,Female,property-crime,IN,2352
2013,Unknown,property-crime,IN,3
2014,Unknown,property-crime,IN,49
2015,Unknown,property-crime,IN,64
2016,Unknown,property-crime,IN,43
2017,Unknown,property-crime,IN,108
2018,Unknown,property-crime,IN,1759
2010,Male,aggravated-assault,KS,4727
2011,Male,aggravated-assault,KS,4482
2012,Male,aggravated-assault,KS,4642
2013,Male,aggravated-assault,KS,4295
2014,Male,aggravated-assault,KS,4154
2015,Male,aggravated-assault,KS,4268
2016,Male,aggravated-assault,KS,4364
2017,Male,aggravated-assault,KS,4719
2018,Male,aggravated-assault,KS,5073
2010,Female,aggravated-assault,KS,1213
2011,Female,aggravated-assault,KS,1250
2012,Female,aggravated-assault,KS,1236
2013,Female,aggravated-assault,KS,1115
2014,Female,aggravated-assault,KS,1176
2015,Female,aggravated-assault,KS,1187
2016,Female,aggravated-assault,KS,1237
2017,Female,aggravated-assault,KS,1292
2018,Female,aggravated-assault,KS,1338
2010,Unknown,aggravated-assault,KS,276
2011,Unknown,aggravated-assault,KS,242
2012,Unknown,aggravated-assault,KS,243
2013,Unknown,aggravated-assault,KS,230
2014,Unknown,aggravated-assault,KS,204
2015,Unknown,aggravated-assault,KS,244
2016,Unknown,aggravated-assault,KS,300
2017,Unknown,aggravated-assault,KS,273
2018,Unknown,aggravated-assault,KS,333
2010,Male,burglary,KS,4947
2011,Male,burglary,KS,4597
2012,Male,burglary,KS,4529
2013,Male,burglary,KS,4097
2014,Male,burglary,KS,3820
2015,Male,burglary,KS,3683
2016,Male,burglary,KS,3324
2017,Male,burglary,KS,3353
2018,Male,burglary,KS,2960
2010,Female,burglary,KS,918
2011,Female,burglary,KS,946
2012,Female,burglary,KS,1009
2013,Female,burglary,KS,987
2014,Female,burglary,KS,836
2015,Female,burglary,KS,888
2016,Female,burglary,KS,891
2017,Female,burglary,KS,835
2018,Female,burglary,KS,750
2010,Unknown,burglary,KS,1056
2011,Unknown,burglary,KS,1040
2012,Unknown,burglary,KS,1291
2013,Unknown,burglary,KS,1047
2014,Unknown,burglary,KS,558
2015,Unknown,burglary,KS,374
2016,Unknown,burglary,KS,573
2017,Unknown,burglary,KS,595
2018,Unknown,burglary,KS,693
2010,Male,larceny,KS,14544
2011,Male,larceny,KS,15038
2012,Male,larceny,KS,15845
2013,Male,larceny,KS,15077
2014,Male,larceny,KS,13778
2015,Male,larceny,KS,13074
2016,Male,larceny,KS,13632
2017,Male,larceny,KS,14478
2018,Male,larceny,KS,12944
2010,Female,larceny,KS,8495
2011,Female,larceny,KS,8971
2012,Female,larceny,KS,10021
2013,Female,larceny,KS,9551
2014,Female,larceny,KS,8753
2015,Female,larceny,KS,8780
2016,Female,larceny,KS,8702
2017,Female,larceny,KS,8917
2018,Female,larceny,KS,8962
2010,Unknown,larceny,KS,4075
2011,Unknown,larceny,KS,3405
2012,Unknown,larceny,KS,3762
2013,Unknown,larceny,KS,3566
2014,Unknown,larceny,KS,2287
2015,Unknown,larceny,KS,1285
2016,Unknown,larceny,KS,2066
2017,Unknown,larceny,KS,2177
2018,Unknown,larceny,KS,2197
2010,Male,motor-vehicle-theft,KS,1387
2011,Male,motor-vehicle-theft,KS,1506
2012,Male,motor-vehicle-theft,KS,1711
2013,Male,motor-vehicle-theft,KS,1613
2014,Male,motor-vehicle-theft,KS,1624
2015,Male,motor-vehicle-theft,KS,1645
2016,Male,motor-vehicle-theft,KS,1765
2017,Male,motor-vehicle-theft,KS,2060
2018,Male,motor-vehicle-theft,KS,2052
2010,Female,motor-vehicle-theft,KS,352
2011,Female,motor-vehicle-theft,KS,405
2012,Female,motor-vehicle-theft,KS,531
2013,Female,motor-vehicle-theft,KS,479
2014,Female,motor-vehicle-theft,KS,522
2015,Female,motor-vehicle-theft,KS,508
2016,Female,motor-vehicle-theft,KS,578
2017,Female,motor-vehicle-theft,KS,672
2018,Female,motor-vehicle-theft,KS,753
2010,Unknown,motor-vehicle-theft,KS,205
2011,Unknown,motor-vehicle-theft,KS,188
2012,Unknown,motor-vehicle-theft,KS,210
2013,Unknown,motor-vehicle-theft,KS,218
2014,Unknown,motor-vehicle-theft,KS,142
2015,Unknown,motor-vehicle-theft,KS,86
2016,Unknown,motor-vehicle-theft,KS,182
2017,Unknown,motor-vehicle-theft,KS,220
2018,Unknown,motor-vehicle-theft,KS,271
2010,Male,homicide,KS,61
2011,Male,homicide,KS,75
2012,Male,homicide,KS,62
2013,Male,homicide,KS,88
2014,Male,homicide,KS,67
2015,Male,homicide,KS,91
2016,Male,homicide,KS,81
2017,Male,homicide,KS,100
2018,Male,homicide,KS,103
2010,Female,homicide,KS,10
2011,Female,homicide,KS,9
2012,Female,homicide,KS,9
2013,Female,homicide,KS,19
2014,Female,homicide,KS,7
2015,Female,homicide,KS,9
2016,Female,homicide,KS,20
2017,Female,homicide,KS,13
2018,Female,homicide,KS,17
2010,Unknown,homicide,KS,2
2011,Unknown,homicide,KS,3
2012,Unknown,homicide,KS,1
2013,Unknown,homicide,KS,4
2014,Unknown,homicide,KS,4
2015,Unknown,homicide,KS,4
2016,Unknown,homicide,KS,7
2017,Unknown,homicide,KS,8
2018,Unknown,homicide,KS,9
2010,Male,rape,KS,1257
2011,Male,rape,KS,1184
2012,Male,rape,KS,1225
2013,Male,rape,KS,1033
2014,Male,rape,KS,962
2015,Male,rape,KS,1096
2016,Male,rape,KS,1120
2017,Male,rape,KS,1198
2018,Male,rape,KS,1171
2010,Female,rape,KS,46
2011,Female,rape,KS,46
2012,Female,rape,KS,66
2013,Female,rape,KS,56
2014,Female,rape,KS,36
2015,Female,rape,KS,48
2016,Female,rape,KS,51
2017,Female,rape,KS,57
2018,Female,rape,KS,48
2010,Unknown,rape,KS,43
2011,Unknown,rape,KS,40
2012,Unknown,rape,KS,55
2013,Unknown,rape,KS,52
2014,Unknown,rape,KS,54
2015,Unknown,rape,KS,57
2016,Unknown,rape,KS,61
2017,Unknown,rape,KS,54
2018,Unknown,rape,KS,66
2010,Male,robbery,KS,1354
2011,Male,robbery,KS,1246
2012,Male,robbery,KS,1253
2013,Male,robbery,KS,1163
2014,Male,robbery,KS,1141
2015,Male,robbery,KS,1588
2016,Male,robbery,KS,1424
2017,Male,robbery,KS,1389
2018,Male,robbery,KS,1261
2010,Female,robbery,KS,160
2011,Female,robbery,KS,149
2012,Female,robbery,KS,178
2013,Female,robbery,KS,143
2014,Female,robbery,KS,143
2015,Female,robbery,KS,186
2016,Female,robbery,KS,199
2017,Female,robbery,KS,204
2018,Female,robbery,KS,209
2010,Unknown,robbery,KS,69
2011,Unknown,robbery,KS,88
2012,Unknown,robbery,KS,107
2013,Unknown,robbery,KS,66
2014,Unknown,robbery,KS,52
2015,Unknown,robbery,KS,70
2016,Unknown,robbery,KS,63
2017,Unknown,robbery,KS,78
2018,Unknown,robbery,KS,76
2010,Male,arson,KS,277
2011,Male,arson,KS,277
2012,Male,arson,KS,260
2013,Male,arson,KS,225
2014,Male,arson,KS,254
2015,Male,arson,KS,235
2016,Male,arson,KS,235
2017,Male,arson,KS,204
2018,Male,arson,KS,247
2010,Female,arson,KS,40
2011,Female,arson,KS,56
2012,Female,arson,KS,41
2013,Female,arson,KS,45
2014,Female,arson,KS,54
2015,Female,arson,KS,47
2016,Female,arson,KS,57
2017,Female,arson,KS,62
2018,Female,arson,KS,56
2010,Unknown,arson,KS,50
2011,Unknown,arson,KS,38
2012,Unknown,arson,KS,59
2013,Unknown,arson,KS,30
2014,Unknown,arson,KS,21
2015,Unknown,arson,KS,36
2016,Unknown,arson,KS,18
2017,Unknown,arson,KS,28
2018,Unknown,arson,KS,28
2010,Male,violent-crime,KS,7399
2011,Male,violent-crime,KS,6987
2012,Male,violent-crime,KS,7182
2013,Male,violent-crime,KS,6579
2014,Male,violent-crime,KS,6324
2015,Male,violent-crime,KS,7043
2016,Male,violent-crime,KS,6989
2017,Male,violent-crime,KS,7406
2018,Male,violent-crime,KS,7608
2010,Female,violent-crime,KS,1429
2011,Female,violent-crime,KS,1454
2012,Female,violent-crime,KS,1489
2013,Female,violent-crime,KS,1333
2014,Female,violent-crime,KS,1362
2015,Female,violent-crime,KS,1430
2016,Female,violent-crime,KS,1507
2017,Female,violent-crime,KS,1566
2018,Female,violent-crime,KS,1612
2010,Unknown,violent-crime,KS,390
2011,Unknown,violent-crime,KS,373
2012,Unknown,violent-crime,KS,406
2013,Unknown,violent-crime,KS,352
2014,Unknown,violent-crime,KS,314
2015,Unknown,violent-crime,KS,375
2016,Unknown,violent-crime,KS,431
2017,Unknown,violent-crime,KS,413
2018,Unknown,violent-crime,KS,484
2010,Male,property-crime,KS,21155
2011,Male,property-crime,KS,21418
