state,year,race,offense,offenders
SD,2018,Asian,property-crime,33
SD,2010,Native Hawaiian,property-crime,0
SD,2011,Native Hawaiian,property-crime,0
SD,2012,Native Hawaiian,property-crime,0
SD,2013,Native Hawaiian,property-crime,0
SD,2014,Native Hawaiian,property-crime,0
SD,2015,Native Hawaiian,property-crime,0
SD,2016,Native Hawaiian,property-crime,0
SD,2017,Native Hawaiian,property-crime,0
SD,2018,Native Hawaiian,property-crime,0
SD,2010,Black or African American,property-crime,465
SD,2011,Black or African American,property-crime,487
SD,2012,Black or African American,property-crime,585
SD,2013,Black or African American,property-crime,541
SD,2014,Black or African American,property-crime,656
SD,2015,Black or African American,property-crime,703
SD,2016,Black or African American,property-crime,733
SD,2017,Black or African American,property-crime,741
SD,2018,Black or African American,property-crime,731
SD,2010,American Indian or Alaska Native,property-crime,2083
SD,2011,American Indian or Alaska Native,property-crime,2277
SD,2012,American Indian or Alaska Native,property-crime,2554
SD,2013,American Indian or Alaska Native,property-crime,2275
SD,2014,American Indian or Alaska Native,property-crime,2750
SD,2015,American Indian or Alaska Native,property-crime,2884
SD,2016,American Indian or Alaska Native,property-crime,3431
SD,2017,American Indian or Alaska Native,property-crime,3171
SD,2018,American Indian or Alaska Native,property-crime,2938
SD,2010,White,property-crime,4614
SD,2011,White,property-crime,4668
SD,2012,White,property-crime,5042
SD,2013,White,property-crime,4711
SD,2014,White,property-crime,4960
SD,2015,White,property-crime,5219
SD,2016,White,property-crime,5324
SD,2017,White,property-crime,5019
SD,2018,White,property-crime,4770
SD,2010,Unknown,property-crime,1286
SD,2011,Unknown,property-crime,677
SD,2012,Unknown,property-crime,1895
SD,2013,Unknown,property-crime,1603
SD,2014,Unknown,property-crime,902
SD,2015,Unknown,property-crime,696
SD,2016,Unknown,property-crime,725
SD,2017,Unknown,property-crime,801
SD,2018,Unknown,property-crime,732
TN,2010,Asian,aggravated-assault,78
TN,2011,Asian,aggravated-assault,76
TN,2012,Asian,aggravated-assault,125
TN,2013,Asian,aggravated-assault,66
TN,2014,Asian,aggravated-assault,81
TN,2015,Asian,aggravated-assault,94
TN,2016,Asian,aggravated-assault,114
TN,2017,Asian,aggravated-assault,89
TN,2018,Asian,aggravated-assault,93
TN,2010,Native Hawaiian,aggravated-assault,0
TN,2011,Native Hawaiian,aggravated-assault,0
TN,2012,Native Hawaiian,aggravated-assault,0
TN,2013,Native Hawaiian,aggravated-assault,0
TN,2014,Native Hawaiian,aggravated-assault,0
TN,2015,Native Hawaiian,aggravated-assault,0
TN,2016,Native Hawaiian,aggravated-assault,0
TN,2017,Native Hawaiian,aggravated-assault,0
TN,2018,Native Hawaiian,aggravated-assault,0
TN,2010,Black or African American,aggravated-assault,13214
TN,2011,Black or African American,aggravated-assault,12819
TN,2012,Black or African American,aggravated-assault,13654
TN,2013,Black or African American,aggravated-assault,12340
TN,2014,Black or African American,aggravated-assault,12883
TN,2015,Black or African American,aggravated-assault,12543
TN,2016,Black or African American,aggravated-assault,13022
TN,2017,Black or African American,aggravated-assault,13545
TN,2018,Black or African American,aggravated-assault,13101
TN,2010,American Indian or Alaska Native,aggravated-assault,42
TN,2011,American Indian or Alaska Native,aggravated-assault,36
TN,2012,American Indian or Alaska Native,aggravated-assault,54
TN,2013,American Indian or Alaska Native,aggravated-assault,53
TN,2014,American Indian or Alaska Native,aggravated-assault,33
TN,2015,American Indian or Alaska Native,aggravated-assault,25
TN,2016,American Indian or Alaska Native,aggravated-assault,30
TN,2017,American Indian or Alaska Native,aggravated-assault,25
TN,2018,American Indian or Alaska Native,aggravated-assault,32
TN,2010,White,aggravated-assault,13659
TN,2011,White,aggravated-assault,12802
TN,2012,White,aggravated-assault,13665
TN,2013,White,aggravated-assault,11834
TN,2014,White,aggravated-assault,12274
TN,2015,White,aggravated-assault,12706
TN,2016,White,aggravated-assault,12943
TN,2017,White,aggravated-assault,12937
TN,2018,White,aggravated-assault,12188
TN,2010,Unknown,aggravated-assault,1283
TN,2011,Unknown,aggravated-assault,1116
TN,2012,Unknown,aggravated-assault,1041
TN,2013,Unknown,aggravated-assault,1032
TN,2014,Unknown,aggravated-assault,1305
TN,2015,Unknown,aggravated-assault,1277
TN,2016,Unknown,aggravated-assault,1248
TN,2017,Unknown,aggravated-assault,1697
TN,2018,Unknown,aggravated-assault,2448
TN,2010,Asian,burglary,47
TN,2011,Asian,burglary,57
TN,2012,Asian,burglary,82
TN,2013,Asian,burglary,52
TN,2014,Asian,burglary,42
TN,2015,Asian,burglary,47
TN,2016,Asian,burglary,45
TN,2017,Asian,burglary,32
TN,2018,Asian,burglary,28
TN,2010,Native Hawaiian,burglary,0
TN,2011,Native Hawaiian,burglary,0
TN,2012,Native Hawaiian,burglary,0
TN,2013,Native Hawaiian,burglary,0
TN,2014,Native Hawaiian,burglary,0
TN,2015,Native Hawaiian,burglary,0
TN,2016,Native Hawaiian,burglary,0
TN,2017,Native Hawaiian,burglary,0
TN,2018,Native Hawaiian,burglary,0
TN,2010,Black or African American,burglary,11119
TN,2011,Black or African American,burglary,9686
TN,2012,Black or African American,burglary,8172
TN,2013,Black or African American,burglary,7734
TN,2014,Black or African American,burglary,7214
TN,2015,Black or African American,burglary,6712
TN,2016,Black or African American,burglary,6226
TN,2017,Black or African American,burglary,6311
TN,2018,Black or African American,burglary,5501
TN,2010,American Indian or Alaska Native,burglary,36
TN,2011,American Indian or Alaska Native,burglary,30
TN,2012,American Indian or Alaska Native,burglary,30
TN,2013,American Indian or Alaska Native,burglary,17
TN,2014,American Indian or Alaska Native,burglary,23
TN,2015,American Indian or Alaska Native,burglary,13
TN,2016,American Indian or Alaska Native,burglary,13
TN,2017,American Indian or Alaska Native,burglary,18
TN,2018,American Indian or Alaska Native,burglary,20
TN,2010,White,burglary,14317
TN,2011,White,burglary,14281
TN,2012,White,burglary,12952
TN,2013,White,burglary,11649
TN,2014,White,burglary,10510
TN,2015,White,burglary,10830
TN,2016,White,burglary,10789
TN,2017,White,burglary,10357
TN,2018,White,burglary,8554
TN,2010,Unknown,burglary,20294
TN,2011,Unknown,burglary,18873
TN,2012,Unknown,burglary,17595
TN,2013,Unknown,burglary,17031
TN,2014,Unknown,burglary,16558
TN,2015,Unknown,burglary,14336
TN,2016,Unknown,burglary,12931
TN,2017,Unknown,burglary,14931
TN,2018,Unknown,burglary,16741
TN,2010,Asian,larceny,286
TN,2011,Asian,larceny,291
TN,2012,Asian,larceny,301
TN,2013,Asian,larceny,259
TN,2014,Asian,larceny,272
TN,2015,Asian,larceny,283
TN,2016,Asian,larceny,254
TN,2017,Asian,larceny,249
TN,2018,Asian,larceny,214
TN,2010,Native Hawaiian,larceny,0
TN,2011,Native Hawaiian,larceny,0
TN,2012,Native Hawaiian,larceny,0
TN,2013,Native Hawaiian,larceny,0
TN,2014,Native Hawaiian,larceny,0
TN,2015,Native Hawaiian,larceny,0
TN,2016,Native Hawaiian,larceny,0
TN,2017,Native Hawaiian,larceny,0
TN,2018,Native Hawaiian,larceny,0
TN,2010,Black or African American,larceny,33269
TN,2011,Black or African American,larceny,29727
TN,2012,Black or African American,larceny,30654
TN,2013,Black or African American,larceny,31665
TN,2014,Black or African American,larceny,32817
TN,2015,Black or African American,larceny,32472
TN,2016,Black or African American,larceny,32011
TN,2017,Black or African American,larceny,39590
TN,2018,Black or African American,larceny,41772
TN,2010,American Indian or Alaska Native,larceny,102
TN,2011,American Indian or Alaska Native,larceny,105
TN,2012,American Indian or Alaska Native,larceny,127
TN,2013,American Indian or Alaska Native,larceny,114
TN,2014,American Indian or Alaska Native,larceny,77
TN,2015,American Indian or Alaska Native,larceny,90
TN,2016,American Indian or Alaska Native,larceny,94
TN,2017,American Indian or Alaska Native,larceny,98
TN,2018,American Indian or Alaska Native,larceny,115
TN,2010,White,larceny,58308
TN,2011,White,larceny,57320
TN,2012,White,larceny,56511
TN,2013,White,larceny,55206
TN,2014,White,larceny,55280
TN,2015,White,larceny,55848
TN,2016,White,larceny,53148
TN,2017,White,larceny,52602
TN,2018,White,larceny,49607
TN,2010,Unknown,larceny,36067
TN,2011,Unknown,larceny,34299
TN,2012,Unknown,larceny,33290
TN,2013,Unknown,larceny,33410
TN,2014,Unknown,larceny,33984
TN,2015,Unknown,larceny,30951
TN,2016,Unknown,larceny,29732
TN,2017,Unknown,larceny,37258
TN,2018,Unknown,larceny,44918
TN,2010,Asian,motor-vehicle-theft,7
TN,2011,Asian,motor-vehicle-theft,10
TN,2012,Asian,motor-vehicle-theft,22
TN,2013,Asian,motor-vehicle-theft,12
TN,2014,Asian,motor-vehicle-theft,10
TN,2015,Asian,motor-vehicle-theft,9
TN,2016,Asian,motor-vehicle-theft,15
TN,2017,Asian,motor-vehicle-theft,18
TN,2018,Asian,motor-vehicle-theft,21
TN,2010,Native Hawaiian,motor-vehicle-theft,0
TN,2011,Native Hawaiian,motor-vehicle-theft,0
TN,2012,Native Hawaiian,motor-vehicle-theft,0
TN,2013,Native Hawaiian,motor-vehicle-theft,0
TN,2014,Native Hawaiian,motor-vehicle-theft,0
TN,2015,Native Hawaiian,motor-vehicle-theft,0
TN,2016,Native Hawaiian,motor-vehicle-theft,0
TN,2017,Native Hawaiian,motor-vehicle-theft,0
TN,2018,Native Hawaiian,motor-vehicle-theft,0
TN,2010,Black or African American,motor-vehicle-theft,2412
TN,2011,Black or African American,motor-vehicle-theft,2130
TN,2012,Black or African American,motor-vehicle-theft,2025
TN,2013,Black or African American,motor-vehicle-theft,1901
TN,2014,Black or African American,motor-vehicle-theft,2011
TN,2015,Black or African American,motor-vehicle-theft,2262
TN,2016,Black or African American,motor-vehicle-theft,3071
TN,2017,Black or African American,motor-vehicle-theft,4338
TN,2018,Black or African American,motor-vehicle-theft,4782
TN,2010,American Indian or Alaska Native,motor-vehicle-theft,10
TN,2011,American Indian or Alaska Native,motor-vehicle-theft,4
TN,2012,American Indian or Alaska Native,motor-vehicle-theft,3
TN,2013,American Indian or Alaska Native,motor-vehicle-theft,7
TN,2014,American Indian or Alaska Native,motor-vehicle-theft,8
TN,2015,American Indian or Alaska Native,motor-vehicle-theft,5
TN,2016,American Indian or Alaska Native,motor-vehicle-theft,10
TN,2017,American Indian or Alaska Native,motor-vehicle-theft,15
TN,2018,American Indian or Alaska Native,motor-vehicle-theft,15
TN,2010,White,motor-vehicle-theft,3890
TN,2011,White,motor-vehicle-theft,4173
TN,2012,White,motor-vehicle-theft,3958
TN,2013,White,motor-vehicle-theft,3616
TN,2014,White,motor-vehicle-theft,4075
TN,2015,White,motor-vehicle-theft,4760
TN,2016,White,motor-vehicle-theft,5871
TN,2017,White,motor-vehicle-theft,7168
TN,2018,White,motor-vehicle-theft,7451
TN,2010,Unknown,motor-vehicle-theft,3281
TN,2011,Unknown,motor-vehicle-theft,3076
TN,2012,Unknown,motor-vehicle-theft,2915
TN,2013,Unknown,motor-vehicle-theft,2871
TN,2014,Unknown,motor-vehicle-theft,3237
TN,2015,Unknown,motor-vehicle-theft,3161
TN,2016,Unknown,motor-vehicle-theft,3477
TN,2017,Unknown,motor-vehicle-theft,5168
TN,2018,Unknown,motor-vehicle-theft,7663
TN,2010,Asian,homicide,2
TN,2011,Asian,homicide,2
TN,2012,Asian,homicide,1
TN,2013,Asian,homicide,2
TN,2014,Asian,homicide,2
TN,2015,Asian,homicide,2
TN,2016,Asian,homicide,1
TN,2017,Asian,homicide,0
TN,2018,Asian,homicide,2
TN,2010,Native Hawaiian,homicide,0
TN,2011,Native Hawaiian,homicide,0
TN,2012,Native Hawaiian,homicide,0
TN,2013,Native Hawaiian,homicide,0
TN,2014,Native Hawaiian,homicide,0
TN,2015,Native Hawaiian,homicide,0
TN,2016,Native Hawaiian,homicide,0
TN,2017,Native Hawaiian,homicide,0
TN,2018,Native Hawaiian,homicide,0
TN,2010,Black or African American,homicide,247
TN,2011,Black or African American,homicide,244
TN,2012,Black or African American,homicide,318
TN,2013,Black or African American,homicide,242
TN,2014,Black or African American,homicide,263
TN,2015,Black or African American,homicide,306
TN,2016,Black or African American,homicide,408
TN,2017,Black or African American,homicide,419
TN,2018,Black or African American,homicide,372
TN,2010,American Indian or Alaska Native,homicide,0
TN,2011,American Indian or Alaska Native,homicide,0
TN,2012,American Indian or Alaska Native,homicide,1
TN,2013,American Indian or Alaska Native,homicide,0
TN,2014,American Indian or Alaska Native,homicide,0
TN,2015,American Indian or Alaska Native,homicide,0
TN,2016,American Indian or Alaska Native,homicide,1
TN,2017,American Indian or Alaska Native,homicide,0
TN,2018,American Indian or Alaska Native,homicide,0
TN,2010,White,homicide,159
TN,2011,White,homicide,180
TN,2012,White,homicide,147
TN,2013,White,homicide,134
TN,2014,White,homicide,141
TN,2015,White,homicide,158
TN,2016,White,homicide,143
TN,2017,White,homicide,189
TN,2018,White,homicide,154
TN,2010,Unknown,homicide,31
TN,2011,Unknown,homicide,44
TN,2012,Unknown,homicide,33
TN,2013,Unknown,homicide,35
TN,2014,Unknown,homicide,46
TN,2015,Unknown,homicide,58
TN,2016,Unknown,homicide,58
TN,2017,Unknown,homicide,107
TN,2018,Unknown,homicide,107
TN,2010,Asian,rape,16
TN,2011,Asian,rape,11
TN,2012,Asian,rape,14
TN,2013,Asian,rape,11
TN,2014,Asian,rape,15
TN,2015,Asian,rape,7
TN,2016,Asian,rape,14
TN,2017,Asian,rape,18
TN,2018,Asian,rape,19
TN,2010,Native Hawaiian,rape,0
TN,2011,Native Hawaiian,rape,0
TN,2012,Native Hawaiian,rape,0
TN,2013,Native Hawaiian,rape,0
TN,2014,Native Hawaiian,rape,0
TN,2015,Native Hawaiian,rape,0
TN,2016,Native Hawaiian,rape,0
TN,2017,Native Hawaiian,rape,0
TN,2018,Native Hawaiian,rape,0
TN,2010,Black or African American,rape,1291
TN,2011,Black or African American,rape,1359
TN,2012,Black or African American,rape,1315
TN,2013,Black or African American,rape,1155
TN,2014,Black or African American,rape,1283
TN,2015,Black or African American,rape,1348
TN,2016,Black or African American,rape,1261
TN,2017,Black or African American,rape,1392
TN,2018,Black or African American,rape,1306
TN,2010,American Indian or Alaska Native,rape,4
TN,2011,American Indian or Alaska Native,rape,6
TN,2012,American Indian or Alaska Native,rape,3
TN,2013,American Indian or Alaska Native,rape,7
TN,2014,American Indian or Alaska Native,rape,2
TN,2015,American Indian or Alaska Native,rape,5
TN,2016,American Indian or Alaska Native,rape,5
TN,2017,American Indian or Alaska Native,rape,1
TN,2018,American Indian or Alaska Native,rape,4
TN,2010,White,rape,1663
TN,2011,White,rape,1662
TN,2012,White,rape,1603
TN,2013,White,rape,1503
TN,2014,White,rape,1483
TN,2015,White,rape,1597
TN,2016,White,rape,1574
TN,2017,White,rape,1661
TN,2018,White,rape,1577
TN,2010,Unknown,rape,203
TN,2011,Unknown,rape,173
TN,2012,Unknown,rape,179
TN,2013,Unknown,rape,172
TN,2014,Unknown,rape,213
TN,2015,Unknown,rape,231
TN,2016,Unknown,rape,214
TN,2017,Unknown,rape,234
TN,2018,Unknown,rape,269
TN,2010,Asian,robbery,21
TN,2011,Asian,robbery,22
TN,2012,Asian,robbery,26
TN,2013,Asian,robbery,24
TN,2014,Asian,robbery,31
TN,2015,Asian,robbery,14
TN,2016,Asian,robbery,23
TN,2017,Asian,robbery,23
TN,2018,Asian,robbery,16
TN,2010,Native Hawaiian,robbery,0
TN,2011,Native Hawaiian,robbery,0
TN,2012,Native Hawaiian,robbery,0
TN,2013,Native Hawaiian,robbery,0
TN,2014,Native Hawaiian,robbery,0
TN,2015,Native Hawaiian,robbery,0
TN,2016,Native Hawaiian,robbery,0
TN,2017,Native Hawaiian,robbery,0
TN,2018,Native Hawaiian,robbery,0
TN,2010,Black or African American,robbery,10816
TN,2011,Black or African American,robbery,10001
TN,2012,Black or African American,robbery,10381
TN,2013,Black or African American,robbery,9477
TN,2014,Black or African American,robbery,9717
TN,2015,Black or African American,robbery,9638
TN,2016,Black or African American,robbery,9594
TN,2017,Black or African American,robbery,10068
TN,2018,Black or African American,robbery,9538
TN,2010,American Indian or Alaska Native,robbery,18
TN,2011,American Indian or Alaska Native,robbery,19
TN,2012,American Indian or Alaska Native,robbery,17
TN,2013,American Indian or Alaska Native,robbery,22
TN,2014,American Indian or Alaska Native,robbery,9
TN,2015,American Indian or Alaska Native,robbery,10
TN,2016,American Indian or Alaska Native,robbery,8
TN,2017,American Indian or Alaska Native,robbery,6
TN,2018,American Indian or Alaska Native,robbery,4
TN,2010,White,robbery,3194
TN,2011,White,robbery,2860
TN,2012,White,robbery,2617
TN,2013,White,robbery,2147
TN,2014,White,robbery,2048
TN,2015,White,robbery,2146
TN,2016,White,robbery,2444
TN,2017,White,robbery,2339
TN,2018,White,robbery,1986
TN,2010,Unknown,robbery,670
TN,2011,Unknown,robbery,732
TN,2012,Unknown,robbery,710
TN,2013,Unknown,robbery,715
TN,2014,Unknown,robbery,734
TN,2015,Unknown,robbery,798
TN,2016,Unknown,robbery,820
TN,2017,Unknown,robbery,944
TN,2018,Unknown,robbery,1399
TN,2010,Asian,arson,5
TN,2011,Asian,arson,3
TN,2012,Asian,arson,4
TN,2013,Asian,arson,1
TN,2014,Asian,arson,3
TN,2015,Asian,arson,0
TN,2016,Asian,arson,0
TN,2017,Asian,arson,4
TN,2018,Asian,arson,2
TN,2010,Native Hawaiian,arson,0
TN,2011,Native Hawaiian,arson,0
TN,2012,Native Hawaiian,arson,0
TN,2013,Native Hawaiian,arson,0
TN,2014,Native Hawaiian,arson,0
TN,2015,Native Hawaiian,arson,0
TN,2016,Native Hawaiian,arson,0
TN,2017,Native Hawaiian,arson,0
TN,2018,Native Hawaiian,arson,0
TN,2010,Black or African American,arson,238
TN,2011,Black or African American,arson,205
TN,2012,Black or African American,arson,217
TN,2013,Black or African American,arson,218
TN,2014,Black or African American,arson,208
TN,2015,Black or African American,arson,170
TN,2016,Black or African American,arson,217
TN,2017,Black or African American,arson,202
TN,2018,Black or African American,arson,148
TN,2010,American Indian or Alaska Native,arson,1
TN,2011,American Indian or Alaska Native,arson,0
TN,2012,American Indian or Alaska Native,arson,1
TN,2013,American Indian or Alaska Native,arson,0
TN,2014,American Indian or Alaska Native,arson,0
TN,2015,American Indian or Alaska Native,arson,1
TN,2016,American Indian or Alaska Native,arson,0
TN,2017,American Indian or Alaska Native,arson,2
TN,2018,American Indian or Alaska Native,arson,1
TN,2010,White,arson,376
TN,2011,White,arson,403
TN,2012,White,arson,382
TN,2013,White,arson,331
TN,2014,White,arson,367
TN,2015,White,arson,298
TN,2016,White,arson,342
TN,2017,White,arson,299
TN,2018,White,arson,278
TN,2010,Unknown,arson,301
TN,2011,Unknown,arson,334
TN,2012,Unknown,arson,332
TN,2013,Unknown,arson,302
TN,2014,Unknown,arson,326
TN,2015,Unknown,arson,269
TN,2016,Unknown,arson,314
TN,2017,Unknown,arson,270
TN,2018,Unknown,arson,361
TN,2010,Asian,violent-crime,117
TN,2011,Asian,violent-crime,111
TN,2012,Asian,violent-crime,166
TN,2013,Asian,violent-crime,103
TN,2014,Asian,violent-crime,129
TN,2015,Asian,violent-crime,117
TN,2016,Asian,violent-crime,152
TN,2017,Asian,violent-crime,130
TN,2018,Asian,violent-crime,130
TN,2010,Native Hawaiian,violent-crime,0
TN,2011,Native Hawaiian,violent-crime,0
TN,2012,Native Hawaiian,violent-crime,0
TN,2013,Native Hawaiian,violent-crime,0
TN,2014,Native Hawaiian,violent-crime,0
TN,2015,Native Hawaiian,violent-crime,0
TN,2016,Native Hawaiian,violent-crime,0
TN,2017,Native Hawaiian,violent-crime,0
TN,2018,Native Hawaiian,violent-crime,0
TN,2010,Black or African American,violent-crime,25568
TN,2011,Black or African American,violent-crime,24423
TN,2012,Black or African American,violent-crime,25668
TN,2013,Black or African American,violent-crime,23214
TN,2014,Black or African American,violent-crime,24146
TN,2015,Black or African American,violent-crime,23835
TN,2016,Black or African American,violent-crime,24285
TN,2017,Black or African American,violent-crime,25424
TN,2018,Black or African American,violent-crime,24317
TN,2010,American Indian or Alaska Native,violent-crime,64
TN,2011,American Indian or Alaska Native,violent-crime,61
TN,2012,American Indian or Alaska Native,violent-crime,75
TN,2013,American Indian or Alaska Native,violent-crime,82
TN,2014,American Indian or Alaska Native,violent-crime,44
TN,2015,American Indian or Alaska Native,violent-crime,40
TN,2016,American Indian or Alaska Native,violent-crime,44
TN,2017,American Indian or Alaska Native,violent-crime,32
TN,2018,American Indian or Alaska Native,violent-crime,40
TN,2010,White,violent-crime,18675
TN,2011,White,violent-crime,17504
TN,2012,White,violent-crime,18032
TN,2013,White,violent-crime,15618
TN,2014,White,violent-crime,15946
TN,2015,White,violent-crime,16607
TN,2016,White,violent-crime,17104
TN,2017,White,violent-crime,17126
TN,2018,White,violent-crime,15905
TN,2010,Unknown,violent-crime,2187
TN,2011,Unknown,violent-crime,2065
TN,2012,Unknown,violent-crime,1963
TN,2013,Unknown,violent-crime,1954
TN,2014,Unknown,violent-crime,2298
TN,2015,Unknown,violent-crime,2364
TN,2016,Unknown,violent-crime,2340
TN,2017,Unknown,violent-crime,2982
TN,2018,Unknown,violent-crime,4223
TN,2010,Asian,property-crime,345
TN,2011,Asian,property-crime,361
TN,2012,Asian,property-crime,409
TN,2013,Asian,property-crime,324
TN,2014,Asian,property-crime,327
TN,2015,Asian,property-crime,339
TN,2016,Asian,property-crime,314
TN,2017,Asian,property-crime,303
TN,2018,Asian,property-crime,265
TN,2010,Native Hawaiian,property-crime,0
TN,2011,Native Hawaiian,property-crime,0
TN,2012,Native Hawaiian,property-crime,0
TN,2013,Native Hawaiian,property-crime,0
TN,2014,Native Hawaiian,property-crime,0
TN,2015,Native Hawaiian,property-crime,0
TN,2016,Native Hawaiian,property-crime,0
TN,2017,Native Hawaiian,property-crime,0
TN,2018,Native Hawaiian,property-crime,0
TN,2010,Black or African American,property-crime,47038
TN,2011,Black or African American,property-crime,41748
TN,2012,Black or African American,property-crime,41068
TN,2013,Black or African American,property-crime,41518
TN,2014,Black or African American,property-crime,42250
TN,2015,Black or African American,property-crime,41616
TN,2016,Black or African American,property-crime,41525
TN,2017,Black or African American,property-crime,50441
TN,2018,Black or African American,property-crime,52203
TN,2010,American Indian or Alaska Native,property-crime,149
TN,2011,American Indian or Alaska Native,property-crime,139
TN,2012,American Indian or Alaska Native,property-crime,161
TN,2013,American Indian or Alaska Native,property-crime,138
TN,2014,American Indian or Alaska Native,property-crime,108
TN,2015,American Indian or Alaska Native,property-crime,109
TN,2016,American Indian or Alaska Native,property-crime,117
TN,2017,American Indian or Alaska Native,property-crime,133
TN,2018,American Indian or Alaska Native,property-crime,151
TN,2010,White,property-crime,76891
TN,2011,White,property-crime,76177
TN,2012,White,property-crime,73803
TN,2013,White,property-crime,70802
TN,2014,White,property-crime,70232
TN,2015,White,property-crime,71736
TN,2016,White,property-crime,70150
TN,2017,White,property-crime,70426
TN,2018,White,property-crime,65890
TN,2010,Unknown,property-crime,59943
TN,2011,Unknown,property-crime,56582
TN,2012,Unknown,property-crime,54132
TN,2013,Unknown,property-crime,53614
TN,2014,Unknown,property-crime,54105
TN,2015,Unknown,property-crime,48717
TN,2016,Unknown,property-crime,46454
TN,2017,Unknown,property-crime,57627
TN,2018,Unknown,property-crime,69683
TX,2010,Asian,aggravated-assault,60
TX,2011,Asian,aggravated-assault,70
TX,2012,Asian,aggravated-assault,89
TX,2013,Asian,aggravated-assault,63
TX,2014,Asian,aggravated-assault,74
TX,2015,Asian,aggravated-assault,55
TX,2016,Asian,aggravated-assault,66
TX,2017,Asian,aggravated-assault,122
TX,2018,Asian,aggravated-assault,359
TX,2010,Native Hawaiian,aggravated-assault,0
TX,2011,Native Hawaiian,aggravated-assault,0
TX,2012,Native Hawaiian,aggravated-assault,0
TX,2013,Native Hawaiian,aggravated-assault,0
TX,2014,Native Hawaiian,aggravated-assault,0
TX,2015,Native Hawaiian,aggravated-assault,0
TX,2016,Native Hawaiian,aggravated-assault,0
TX,2017,Native Hawaiian,aggravated-assault,0
TX,2018,Native Hawaiian,aggravated-assault,0
TX,2010,Black or African American,aggravated-assault,2824
TX,2011,Black or African American,aggravated-assault,2910
TX,2012,Black or African American,aggravated-assault,2836
TX,2013,Black or African American,aggravated-assault,2480
TX,2014,Black or African American,aggravated-assault,2526
TX,2015,Black or African American,aggravated-assault,2509
TX,2016,Black or African American,aggravated-assault,2918
TX,2017,Black or African American,aggravated-assault,4134
TX,2018,Black or African American,aggravated-assault,13372
TX,2010,American Indian or Alaska Native,aggravated-assault,6
TX,2011,American Indian or Alaska Native,aggravated-assault,3
TX,2012,American Indian or Alaska Native,aggravated-assault,13
TX,2013,American Indian or Alaska Native,aggravated-assault,4
TX,2014,American Indian or Alaska Native,aggravated-assault,5
TX,2015,American Indian or Alaska Native,aggravated-assault,11
TX,2016,American Indian or Alaska Native,aggravated-assault,14
TX,2017,American Indian or Alaska Native,aggravated-assault,13
TX,2018,American Indian or Alaska Native,aggravated-assault,39
TX,2010,White,aggravated-assault,5084
TX,2011,White,aggravated-assault,4612
TX,2012,White,aggravated-assault,4295
TX,2013,White,aggravated-assault,3910
TX,2014,White,aggravated-assault,3850
TX,2015,White,aggravated-assault,3983
TX,2016,White,aggravated-assault,4077
TX,2017,White,aggravated-assault,6161
TX,2018,White,aggravated-assault,13984
TX,2010,Unknown,aggravated-assault,349
TX,2011,Unknown,aggravated-assault,349
TX,2012,Unknown,aggravated-assault,331
TX,2013,Unknown,aggravated-assault,309
TX,2014,Unknown,aggravated-assault,286
TX,2015,Unknown,aggravated-assault,282
TX,2016,Unknown,aggravated-assault,344
TX,2017,Unknown,aggravated-assault,596
TX,2018,Unknown,aggravated-assault,1640
TX,2010,Asian,burglary,106
TX,2011,Asian,burglary,97
TX,2012,Asian,burglary,110
TX,2013,Asian,burglary,56
TX,2014,Asian,burglary,39
TX,2015,Asian,burglary,38
TX,2016,Asian,burglary,36
TX,2017,Asian,burglary,62
TX,2018,Asian,burglary,436
TX,2010,Native Hawaiian,burglary,0
TX,2011,Native Hawaiian,burglary,0
TX,2012,Native Hawaiian,burglary,0
TX,2013,Native Hawaiian,burglary,0
TX,2014,Native Hawaiian,burglary,0
TX,2015,Native Hawaiian,burglary,0
TX,2016,Native Hawaiian,burglary,0
TX,2017,Native Hawaiian,burglary,0
TX,2018,Native Hawaiian,burglary,0
TX,2010,Black or African American,burglary,4335
TX,2011,Black or African American,burglary,4462
TX,2012,Black or African American,burglary,3668
TX,2013,Black or African American,burglary,3427
TX,2014,Black or African American,burglary,3308
TX,2015,Black or African American,burglary,2796
TX,2016,Black or African American,burglary,2905
TX,2017,Black or African American,burglary,3305
TX,2018,Black or African American,burglary,8470
TX,2010,American Indian or Alaska Native,burglary,3
TX,2011,American Indian or Alaska Native,burglary,9
TX,2012,American Indian or Alaska Native,burglary,9
TX,2013,American Indian or Alaska Native,burglary,14
TX,2014,American Indian or Alaska Native,burglary,10
TX,2015,American Indian or Alaska Native,burglary,4
TX,2016,American Indian or Alaska Native,burglary,6
TX,2017,American Indian or Alaska Native,burglary,14
TX,2018,American Indian or Alaska Native,burglary,13
TX,2010,White,burglary,7276
TX,2011,White,burglary,6667
TX,2012,White,burglary,6235
TX,2013,White,burglary,5366
TX,2014,White,burglary,4765
TX,2015,White,burglary,4756
TX,2016,White,burglary,4762
TX,2017,White,burglary,6192
TX,2018,White,burglary,11602
TX,2010,Unknown,burglary,10150
TX,2011,Unknown,burglary,10436
TX,2012,Unknown,burglary,8573
TX,2013,Unknown,burglary,8260
TX,2014,Unknown,burglary,7347
TX,2015,Unknown,burglary,6184
TX,2016,Unknown,burglary,5768
TX,2017,Unknown,burglary,8053
TX,2018,Unknown,burglary,20602
TX,2010,Asian,larceny,491
TX,2011,Asian,larceny,464
TX,2012,Asian,larceny,417
TX,2013,Asian,larceny,335
